tr2010gj,tr2010ge,tr2020gj,tr2020ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G5300610053201,53061053201,G5300610053201,53061053201,1,1,1,1,1,1,1,1
G5300610053201,53061053201,G5300610053301,53061053301,0,0,0,0,0,0,0,0
G5300610053202,53061053202,G5300610053202,53061053202,1,1,1,1,1,1,1,1
G5300610053301,53061053301,G5300610053201,53061053201,0,0,0,0,0,0,0,0
G5300610053301,53061053301,G5300610053301,53061053301,1,1,1,1,1,1,1,1
G5300610053302,53061053302,G5300610053302,53061053302,1,1,1,1,1,1,1,1
G5300610053400,53061053400,G5300610053400,53061053400,0.9995672163,1,1,1,1,1,1,1
G5300610053400,53061053400,G5300610053506,53061053506,0.0004327837,0,0,0,0,0,0,0
G5300610053504,53061053504,G5300610053508,53061053508,0.0002725259,0,0,0,0,0,0,0
G5300610053504,53061053504,G5300610053510,53061053510,0.3455847119,0.5400281999,0.5494458653,0.5459283388,0.5628458498,0.5709534368,0.5431177446,0.58081571
G5300610053504,53061053504,G5300610053511,53061053511,0.6541427621,0.4599718001,0.4505541347,0.4540716612,0.4371541502,0.4290465632,0.4568822554,0.41918429
G5300610053505,53061053505,G5300610053505,53061053505,1,1,1,1,1,1,1,1
G5300610053506,53061053506,G5300610053506,53061053506,0.9999406263,1,1,1,1,1,1,1
G5300610053506,53061053506,G5300610053510,53061053510,0.0000593737,0,0,0,0,0,0,0
G5300610053506,53061053506,G5300610053700,53061053700,0,0,0,0,0,0,0,0
G5300610053507,53061053507,G5300610053507,53061053507,1,1,1,1,1,1,1,1
G5300610053508,53061053508,G5300610053508,53061053508,1,1,1,1,1,1,1,1
G5300610053509,53061053509,G5300610053507,53061053507,0.0000998414,0,0,0,0,0,0,0
G5300610053509,53061053509,G5300610053508,53061053508,0.0015426798,0.0061415446,0.0060261044,0.0074728501,0.0068418832,0.0064743813,0.0122879656,0.0000006625
G5300610053509,53061053509,G5300610053509,53061053509,0.9983574789,0.9938584554,0.9939738956,0.9925271499,0.9931581168,0.9935256187,0.9877120344,0.9999993375
G5300610053602,53061053602,G5300610053605,53061053605,0.0723899286,0.4312056738,0.426723124,0.436,0.4095283927,0.3520153551,0.4140091116,0.3850931677
G5300610053602,53061053602,G5300610053606,53061053606,0.9275943638,0.5687943262,0.573276876,0.564,0.5904716073,0.6479846449,0.5859908884,0.6149068323
G5300610053602,53061053602,G5300610053803,53061053803,0.0000157076,0,0,0,0,0,0,0
G5300610053603,53061053603,G5300610053603,53061053603,1,1,1,1,1,1,1,1
G5300610053604,53061053604,G5300610053604,53061053604,1,1,1,1,1,1,1,1
G5300610053700,53061053700,G5300070960100,53007960100,0.0000133109,0.0000007509,0.0000006787,0.0000009166,0.0000006434,0.0000005133,0.0000008369,0
G5300610053700,53061053700,G5300070960203,53007960203,0.0000704094,0.0000031879,0.0000028813,0.0000038912,0.0000027312,0.0000021791,0.0000035529,0
G5300610053700,53061053700,G5300570951102,53057951102,0.0000005489,0,0,0,0,0,0,0
G5300610053700,53061053700,G5300610053700,53061053700,0.9999157307,0.9999960612,0.9999964399,0.9999951922,0.9999966254,0.9999973075,0.9999956102,1
G5300610053801,53061053801,G5300070960203,53007960203,0.0000299001,0,0,0,0,0,0,0
G5300610053801,53061053801,G5300610053801,53061053801,0.9999700999,1,1,1,1,1,1,1
G5300610053802,53061053802,G5300610053802,53061053802,1,1,1,1,1,1,1,1
G5300610053803,53061053803,G5300610053606,53061053606,0.0009621903,0,0,0,0,0,0,0
G5300610053803,53061053803,G5300610053803,53061053803,0.9990378097,1,1,1,1,1,1,1
G5300610940001,53061940001,G5300610052104,53061052104,0,0,0,0,0,0,0,0
G5300610940001,53061940001,G5300610052903,53061052903,0.000011757,0,0,0,0,0,0,0
G5300610940001,53061940001,G5300610940001,53061940001,0.999988243,1,1,1,1,1,1,1
G5300610940002,53061940002,G5300610940002,53061940002,1,1,1,1,1,1,1,1
G5300610990002,53061990002,G5300610990002,53061990002,1,1,1,1,1,1,1,1
G5300610990100,53061990100,G5300610990100,53061990100,1,1,1,1,1,1,1,1
G5300630000200,53063000200,G5300630000201,53063000201,0.6612214871,0.6407391491,0.635708105,0.647166362,0.6323119777,0.6313387424,0.6638655462,0.5966785291
G5300630000200,53063000200,G5300630000202,53063000202,0.3333338649,0.3592608509,0.364291895,0.352833638,0.3676880223,0.3681541582,0.3361344538,0.4033214709
G5300630000200,53063000200,G5300630001600,53063001600,0.005444648,0,0,0,0,0.0005070994,0,0
G5300630000300,53063000300,G5300630000301,53063000301,0.5108028481,0.5001849112,0.4978497344,0.5011673152,0.4980544747,0.49428963,0.504029304,0.486251809
G5300630000300,53063000300,G5300630000302,53063000302,0.4891971519,0.4998150888,0.5021502656,0.4988326848,0.5019455253,0.50571037,0.495970696,0.513748191
G5300630000400,53063000400,G5300630000400,53063000400,1,1,1,1,1,1,1,1
G5300630000500,53063000500,G5300630000500,53063000500,1,1,1,1,1,1,1,1
G5300630000600,53063000600,G5300630000600,53063000600,1,1,1,1,1,1,1,1
G5300630000700,53063000700,G5300630000700,53063000700,1,1,1,1,1,1,1,1
G5300630000800,53063000800,G5300630000800,53063000800,0.9831277864,0.9945561139,0.9954078876,0.9949494949,0.9952279958,0.9954291519,0.9946933962,1
G5300630000800,53063000800,G5300630010701,53063010701,0.0112651524,0.0054438861,0.0045921124,0.0050505051,0.0047720042,0.0045708481,0.0053066038,0
G5300630000800,53063000800,G5300630010702,53063010702,0.0056070612,0,0,0,0,0,0,0
G5300630000900,53063000900,G5300630000900,53063000900,0.9896145783,0.9985612751,0.9983959257,0.9984971707,0.9977966704,0.9978373793,0.9989730801,0.9938767126
G5300630000900,53063000900,G5300630010601,53063010601,0.0103854217,0.0014387249,0.0016040743,0.0015028293,0.0022033296,0.0021626207,0.0010269199,0.0061232874
G5300630001000,53063001000,G5300630001000,53063001000,1,1,1,1,1,1,1,1
G5300630001100,53063001100,G5300630001100,53063001100,0.998599806,1,1,1,1,1,1,1
G5300630001100,53063001100,G5300630002000,53063002000,0.001400194,0,0,0,0,0,0,0
G5300630001200,53063001200,G5300630001200,53063001200,1,1,1,1,1,1,1,1
G5300630001300,53063001300,G5300630001300,53063001300,1,1,1,1,1,1,1,1
G5300630001400,53063001400,G5300630001400,53063001400,1,1,1,1,1,1,1,1
G5300630001500,53063001500,G5300630001500,53063001500,1,1,1,1,1,1,1,1
G5300630001600,53063001600,G5300630001600,53063001600,1,1,1,1,1,1,1,1
G5300630001800,53063001800,G5300630001800,53063001800,1,1,1,1,1,1,1,1
G5300630001900,53063001900,G5300630001900,53063001900,1,1,1,1,1,1,1,1
G5300630002000,53063002000,G5300630002000,53063002000,1,1,1,1,1,1,1,1
G5300630002100,53063002100,G5300630002100,53063002100,1,1,1,1,1,1,1,1
G5300630002300,53063002300,G5300630002300,53063002300,1,1,1,1,1,1,1,1
G5300630002400,53063002400,G5300630002400,53063002400,1,1,1,1,1,1,1,1
G5300630002500,53063002500,G5300630002501,53063002501,0.3928674963,0.3508468718,0.3301705347,0.5149700599,0.5058675608,0.5190782017,0.4539130435,0.5223633352
G5300630002500,53063002500,G5300630002502,53063002502,0.3202973715,0.2728424934,0.2541351455,0.4550898204,0.4199497066,0.4095202116,0.5113043478,0.3909442297
G5300630002500,53063002500,G5300630002503,53063002503,0.2868351323,0.3763106349,0.4156943198,0.0299401198,0.0741827326,0.0714015867,0.0347826087,0.0866924351
G5300630002600,53063002600,G5300630002600,53063002600,1,1,1,1,1,1,1,1
G5300630002900,53063002900,G5300630002900,53063002900,1,1,1,1,1,1,1,1
G5300630003000,53063003000,G5300630003000,53063003000,0.9878447156,1,1,1,1,1,1,1
G5300630003000,53063003000,G5300630004601,53063004601,0.0121552844,0,0,0,0,0,0,0
G5300630003100,53063003100,G5300630003000,53063003000,0.0012496312,0.0001705613,0.0001429153,0.0001819467,0.0001481718,0.0001496991,0.0000858938,0.0002237605
G5300630003100,53063003100,G5300630003100,53063003100,0.9987503688,0.9998294387,0.9998570847,0.9998180533,0.9998518282,0.9998503009,0.9999141062,0.9997762395
G5300630003200,53063003200,G5300630003200,53063003200,0.9992301578,1,1,1,1,1,1,1
G5300630003200,53063003200,G5300630004100,53063004100,0.0007698422,0,0,0,0,0,0,0
G5300630003500,53063003500,G5300630003200,53063003200,0.0096282989,0,0,0,0,0,0,0
G5300630003500,53063003500,G5300630003500,53063003500,0.985003668,1,1,1,1,1,1,1
G5300630003500,53063003500,G5300630004001,53063004001,0.0030142578,0,0,0,0,0,0,0
G5300630003500,53063003500,G5300630004002,53063004002,0.0023537753,0,0,0,0,0,0,0
G5300630003600,53063003600,G5300630003500,53063003500,0.0002031409,0.0000300385,0.0000289603,0.000038528,0.0000210983,0.000027979,0.0000611097,0.0000127502
G5300630003600,53063003600,G5300630003601,53063003601,0.7723393243,0.342775901,0.3339625771,0.3870017522,0.299608988,0.3004807419,0.5547007951,0.2463856602
G5300630003600,53063003600,G5300630003602,53063003602,0.2236749419,0.6571940604,0.6660084626,0.6129597198,0.7003699137,0.6994912791,0.4452380952,0.7536015897
G5300630003600,53063003600,G5300630003900,53063003900,0.0008982638,0,0,0,0,0,0,0
G5300630003600,53063003600,G5300630004002,53063004002,0.0028843292,0,0,0,0,0,0,0
G5300630003800,53063003800,G5300630003601,53063003601,0.0002153339,0,0,0,0,0,0,0
G5300630003800,53063003800,G5300630003800,53063003800,0.986776867,1,1,1,1,1,1,1
G5300630003800,53063003800,G5300630003900,53063003900,0.0031425487,0,0,0,0,0,0,0
G5300630003800,53063003800,G5300630013600,53063013600,0.0090699624,0,0,0,0,0,0,0
G5300630003800,53063003800,G5300630013700,53063013700,0.000795288,0,0,0,0,0,0,0
G5300630003900,53063003900,G5300630003900,53063003900,0.9620777328,0.9628403144,0.9716682021,0.9596388288,0.9748033664,0.9741495941,0.9694886956,0.9953745797
G5300630003900,53063003900,G5300630004002,53063004002,0.0091944914,0.0024518883,0.0025664116,0.0039032788,0.0021928533,0.0026528308,0.0027593873,0
G5300630003900,53063003900,G5300630004200,53063004200,0.008942694,0.0009744455,0.0010199601,0.0015512666,0.0008714981,0.0010543054,0.0010966538,0
G5300630003900,53063003900,G5300630004300,53063004300,0.0084049045,0.0059311398,0.0043457209,0.0058750635,0.0049508962,0.0059894068,0.0051916532,0.0040190111
G5300630003900,53063003900,G5300630004900,53063004900,0.0113801773,0.027802212,0.0203997052,0.0290315622,0.017181386,0.0161538629,0.0214636101,0.0006064091
G5300630004000,53063004000,G5300630004001,53063004001,0.5304738037,0.5495659196,0.5408759124,0.5689655172,0.5317092034,0.5179310345,0.604534005,0.4994419643
G5300630004000,53063004000,G5300630004002,53063004002,0.4695261963,0.4504340804,0.4591240876,0.4310344828,0.4682907966,0.4820689655,0.395465995,0.5005580357
G5300630004100,53063004100,G5300630004100,53063004100,1,1,1,1,1,1,1,1
G5300630004200,53063004200,G5300630003900,53063003900,0.0057355059,0,0,0,0,0,0,0
G5300630004200,53063004200,G5300630004200,53063004200,0.9942644941,1,1,1,1,1,1,1
G5300630004300,53063004300,G5300630003900,53063003900,0.0186084139,0.00390625,0.0049980777,0.0053191489,0.0056338028,0.0054421769,0.0069444444,0
G5300630004300,53063004300,G5300630004300,53063004300,0.9813915861,0.99609375,0.9950019223,0.9946808511,0.9943661972,0.9945578231,0.9930555556,1
G5300630004400,53063004400,G5300630004400,53063004400,1,1,1,1,1,1,1,1
G5300630004500,53063004500,G5300630004500,53063004500,1,1,1,1,1,1,1,1
G5300630004601,53063004601,G5300630003000,53063003000,0.0019252594,0.0005102208,0.0004153065,0.0005371557,0.0004747325,0.0005396518,0.0009940887,0
G5300630004601,53063004601,G5300630004601,53063004601,0.9980747406,0.9994897792,0.9995846935,0.9994628443,0.9995252675,0.9994603482,0.9990059113,1
G5300630004602,53063004602,G5300630004602,53063004602,1,1,1,1,1,1,1,1
G5300630004700,53063004700,G5300630004701,53063004701,0.4049544942,0.4777845405,0.4549980088,0.4646952323,0.4295874822,0.4265197061,0.5122718691,0.3221586263
G5300630004700,53063004700,G5300630004702,53063004702,0.5950455058,0.5222154595,0.5450019912,0.5353047677,0.5704125178,0.5734802939,0.4877281309,0.6778413737
G5300630004800,53063004800,G5300630004800,53063004800,0.9998911166,1,1,1,1,1,1,1
G5300630004800,53063004800,G5300630013401,53063013401,0.0001088834,0,0,0,0,0,0,0
G5300630004900,53063004900,G5300630003900,53063003900,0.0003108089,0,0,0,0,0,0,0
G5300630004900,53063004900,G5300630004300,53063004300,0.0088702588,0.0038495456,0.0040825839,0.0041331059,0.0040660956,0.0043126722,0.0040054327,0.0042040492
G5300630004900,53063004900,G5300630004400,53063004400,0.0036056346,0.0037180219,0.0039430982,0.0039918941,0.0039271732,0.0041653253,0.003868583,0.0040604136
G5300630004900,53063004900,G5300630004900,53063004900,0.9872132977,0.9924324324,0.9919743178,0.991875,0.9920067312,0.9915220024,0.9921259843,0.9917355372
G5300630005000,53063005000,G5300630005000,53063005000,1,1,1,1,1,1,1,1
G5300630010100,53063010100,G5300510970500,53051970500,0.0000292974,0.0002574309,0.0003353599,0.000368841,0.0002977055,0.0003264951,0.000325042,0.0000000095
G5300630010100,53063010100,G5300630010101,53063010101,0.2050072268,0.5863250653,0.5716411565,0.5750136388,0.5640686922,0.4904020283,0.5682692308,0.5183246073
G5300630010100,53063010100,G5300630010102,53063010102,0.7949634758,0.4134175038,0.4280234836,0.4246175201,0.4356336023,0.5092714767,0.4314057272,0.4816753831
G5300630010201,53063010201,G5300630010201,53063010201,1,1,1,1,1,1,1,1
G5300630010202,53063010202,G5300630010203,53063010203,0.2839056956,0.6371187169,0.6209072978,0.6262873958,0.6116794544,0.6107216495,0.6187845304,0.5229885057
G5300630010202,53063010202,G5300630010204,53063010204,0.7160943044,0.3628812831,0.3790927022,0.3737126042,0.3883205456,0.3892783505,0.3812154696,0.4770114943
G5300630010301,53063010301,G5300630010301,53063010301,0.9939166181,0.9998488697,0.9998266317,0.9998091409,0.9998666828,0.9998784461,0.999808631,1
G5300630010301,53063010301,G5300630010304,53063010304,0.0060833819,0.0001511303,0.0001733683,0.0001908591,0.0001333172,0.0001215539,0.000191369,0
G5300630010303,53063010303,G5300630010303,53063010303,0.9967759701,0.997945979,0.9979169827,0.9980661825,0.9977292308,0.997425678,0.9979372336,0.9960720845
G5300630010303,53063010303,G5300650951402,53065951402,0.0032240299,0.002054021,0.0020830173,0.0019338175,0.0022707692,0.002574322,0.0020627664,0.0039279155
G5300630010304,53063010304,G5300510970400,53051970400,0.0000025246,0.0000005833,0.0000005958,0.0000006284,0.0000005919,0.0000005682,0.0000006619,0.0000002165
G5300630010304,53063010304,G5300630010301,53063010301,0.0000019122,0,0,0,0,0,0,0
G5300630010304,53063010304,G5300630010304,53063010304,0.9999955632,0.9999994167,0.9999994042,0.9999993716,0.9999994081,0.9999994318,0.9999993381,0.9999997835
G5300630010305,53063010305,G5300630010303,53063010303,0.00079606,0,0,0,0,0,0,0
G5300630010305,53063010305,G5300630010305,53063010305,0.99920394,1,1,1,1,1,1,1
G5300630010401,53063010401,G5300630010401,53063010401,0.9991768292,1,1,1,1,1,1,1
G5300630010401,53063010401,G5300630013700,53063013700,0.0008231708,0,0,0,0,0,0,0
G5300630010402,53063010402,G5300630010401,53063010401,0.0038484751,0.0279659795,0.0251750899,0.0223992036,0.0262425447,0.0248056275,0.009341637,0.1685393258
G5300630010402,53063010402,G5300630010403,53063010403,0.3799274528,0.4784067544,0.4845178224,0.4750392373,0.4736993351,0.4665052727,0.4796947632,0.4232209738
G5300630010402,53063010402,G5300630010404,53063010404,0.6161782374,0.4934409687,0.4900624645,0.5022399204,0.4998011928,0.5083302481,0.5106761566,0.4082397004
G5300630010402,53063010402,G5300630010601,53063010601,0,0,0,0,0,0,0,0
G5300630010402,53063010402,G5300630013800,53063013800,0.0000458347,0.0001862973,0.0002446232,0.0003216388,0.0002569273,0.0003588517,0.0002874432,0
G5300630010501,53063010501,G5300630010505,53063010505,0.3839093143,0.4411132195,0.4377816291,0.4400360685,0.3999327279,0.3907898945,0.4907275321,0.1804597701
G5300630010501,53063010501,G5300630010506,53063010506,0.6160906857,0.5588867805,0.5622183709,0.5599639315,0.6000672721,0.6092101055,0.5092724679,0.8195402299
G5300630010503,53063010503,G5300630010507,53063010507,0.1219508486,0.5320101477,0.5456422966,0.5383458647,0.5421841542,0.5381128966,0.5411599626,0.5532994924
G5300630010503,53063010503,G5300630010508,53063010508,0.8752028371,0.4668251895,0.4530719929,0.4603905221,0.4562893049,0.460400137,0.4576577389,0.4414379759
G5300630010503,53063010503,G5300650951402,53065951402,0.0028463143,0.0011646628,0.0012857106,0.0012636132,0.0015265409,0.0014869664,0.0011822986,0.0052625317
G5300630010504,53063010504,G5300630010504,53063010504,1,1,1,1,1,1,1,1
G5300630010601,53063010601,G5300630000800,53063000800,0.0163200246,0.0719197708,0.0753526355,0.04784689,0.0590433483,0.0591204037,0.040302267,0.2108843537
G5300630010601,53063010601,G5300630010601,53063010601,0.9836799754,0.9280802292,0.9246473645,0.95215311,0.9409566517,0.9408795963,0.959697733,0.7891156463
G5300630010602,53063010602,G5300630000800,53063000800,0.0050358623,0.0080409961,0.0082730362,0.0072448203,0.0095757736,0.0090929512,0.0063500487,0.0240689106
G5300630010602,53063010602,G5300630010603,53063010603,0.5948854206,0.5662377852,0.5762164694,0.5634170759,0.5916646496,0.6033074645,0.5422672573,0.8136064401
G5300630010602,53063010602,G5300630010604,53063010604,0.3707046727,0.423997179,0.413938066,0.4275871553,0.3973288015,0.3862411655,0.4498271029,0.1614546695
G5300630010602,53063010602,G5300630010702,53063010702,0.0293740445,0.0017240396,0.0015724285,0.0017509484,0.0014307753,0.0013584188,0.0015555911,0.0008699798
G5300630010700,53063010700,G5300630000800,53063000800,0.0049622317,0.0015195003,0.0020105554,0.0018427518,0.0025879917,0.0024533857,0.0022857143,0.0054945055
G5300630010700,53063010700,G5300630010604,53063010604,0.0330923638,0.011192804,0.0121373766,0.0128994817,0.0119809684,0.0118485061,0.013226968,0.0000002025
G5300630010700,53063010700,G5300630010701,53063010701,0.3278178983,0.5350329225,0.5307866298,0.5374692875,0.5460662526,0.5525024534,0.5331428571,0.6703296703
G5300630010700,53063010700,G5300630010702,53063010702,0.6220997909,0.4404110302,0.4409432892,0.4354880757,0.4239166227,0.4164514533,0.4351871932,0.3155457521
G5300630010700,53063010700,G5300630010902,53063010902,0.0120277153,0.011843743,0.014122149,0.0123004033,0.0154481646,0.0167442015,0.0161572673,0.0086298695
G5300630010800,53063010800,G5300630010800,53063010800,1,1,1,1,1,1,1,1
G5300630010900,53063010900,G5300630010701,53063010701,0.0013572329,0.0014172909,0.0012033694,0.0020449898,0.0013860014,0.001321004,0.0009124088,0.0028818444
G5300630010900,53063010900,G5300630010702,53063010702,0.0010481864,0,0,0,0,0,0,0
G5300630010900,53063010900,G5300630010901,53063010901,0.4031961621,0.3569548492,0.3369434416,0.4948875256,0.516978517,0.5165125495,0.5200729927,0.507204611
G5300630010900,53063010900,G5300630010902,53063010902,0.5943984186,0.6416278599,0.6618531889,0.5030674847,0.4816354816,0.4821664465,0.4790145985,0.4899135447
G5300630011000,53063011000,G5300630011000,53063011000,1,1,1,1,1,1,1,1
G5300630011101,53063011101,G5300630011103,53063011103,0.6859048921,0.533948468,0.5417640808,0.4912891986,0.5132997843,0.499672346,0.5677506775,0.4936399217
G5300630011101,53063011101,G5300630011104,53063011104,0.3140951079,0.466051532,0.4582359192,0.5087108014,0.4867002157,0.500327654,0.4322493225,0.5063600783
G5300630011102,53063011102,G5300630011102,53063011102,1,1,1,1,1,1,1,1
G5300630011201,53063011201,G5300630011203,53063011203,0.9136681793,0.7048952988,0.6957276832,0.6864456079,0.6978860834,0.6998403406,0.514739229,0.8142102736
G5300630011201,53063011201,G5300630011204,53063011204,0.0863318207,0.2951047012,0.3042723168,0.3135543921,0.3021139166,0.3001596594,0.485260771,0.1857897264
G5300630011202,53063011202,G5300630011202,53063011202,1,1,1,1,1,1,1,1
G5300630011300,53063011300,G5300630011301,53063011301,0.4688386301,0.4782853127,0.4791818846,0.4855222337,0.4715928895,0.4732375979,0.5603840323,0.2741573034
G5300630011300,53063011300,G5300630011302,53063011302,0.5311613699,0.5217146873,0.5208181154,0.5144777663,0.5284071105,0.5267624021,0.4396159677,0.7258426966
G5300630011400,53063011400,G5300630011301,53063011301,0.0053410599,0.0040197332,0.0037091988,0.004778157,0.0038666022,0.0045934773,0.0043370508,0.0021978022
G5300630011400,53063011400,G5300630011400,53063011400,0.9946589401,0.9959802668,0.9962908012,0.995221843,0.9961333978,0.9954065227,0.9956629492,0.9978021978
G5300630011500,53063011500,G5300630011500,53063011500,1,1,1,1,1,1,1,1
G5300630011600,53063011600,G5300630011600,53063011600,1,1,1,1,1,1,1,1
G5300630011701,53063011701,G5300630011701,53063011701,0.9806959363,1,1,1,1,1,1,1
G5300630011701,53063011701,G5300630012000,53063012000,0.0054132472,0,0,0,0,0,0,0
G5300630011701,53063011701,G5300630012100,53063012100,0.0138908165,0,0,0,0,0,0,0
G5300630011702,53063011702,G5300630011702,53063011702,0.9946008019,1,1,1,1,1,1,1
G5300630011702,53063011702,G5300630012901,53063012901,0.0053991981,0,0,0,0,0,0,0
G5300630011800,53063011800,G5300630011800,53063011800,0.9995699018,1,1,1,1,1,1,1
G5300630011800,53063011800,G5300630012901,53063012901,0.0004300982,0,0,0,0,0,0,0
G5300630011900,53063011900,G5300630011900,53063011900,0.9996922787,0.9996555852,0.9997007603,0.9996839847,0.999738636,0.9997511304,0.9998426144,0.9996663681
G5300630011900,53063011900,G5300630012000,53063012000,0.0003077213,0.0003444148,0.0002992397,0.0003160153,0.000261364,0.0002488696,0.0001573856,0.0003336319
G5300630012000,53063012000,G5300630012000,53063012000,1,1,1,1,1,1,1,1
G5300630012100,53063012100,G5300630012100,53063012100,1,1,1,1,1,1,1,1
G5300630012200,53063012200,G5300630011500,53063011500,0.000012362,0,0,0,0,0,0,0
G5300630012200,53063012200,G5300630012200,53063012200,0.999987638,1,1,1,1,1,1,1
G5300630012300,53063012300,G5300630012300,53063012300,0.9565420904,0.9915835091,0.9922640126,0.9902257701,0.9932387582,0.99326685,0.9909180315,0.997165163
G5300630012300,53063012300,G5300630012401,53063012401,0.0253174563,0.0021574973,0.0020632737,0.0029917726,0.0020366599,0.0019011407,0.0032404407,0
G5300630012300,53063012300,G5300630013401,53063013401,0.0181404533,0.0062589936,0.0056727137,0.0067824572,0.0047245819,0.0048320094,0.0058415278,0.002834837
G5300630012401,53063012401,G5300630012401,53063012401,0.9997947436,1,1,1,1,1,1,1
G5300630012401,53063012401,G5300630013300,53063013300,0.0002052564,0,0,0,0,0,0,0
G5300630012402,53063012402,G5300630012402,53063012402,1,1,1,1,1,1,1,1
G5300630012500,53063012500,G5300630012500,53063012500,1,1,1,1,1,1,1,1
G5300630012600,53063012600,G5300630012600,53063012600,1,1,1,1,1,1,1,1
G5300630012701,53063012701,G5300630012600,53063012600,0.0015956627,0,0,0,0,0,0,0
G5300630012701,53063012701,G5300630012701,53063012701,0.9976940658,1,1,1,1,1,1,1
G5300630012701,53063012701,G5300630012702,53063012702,0.0007102714,0,0,0,0,0,0,0
G5300630012702,53063012702,G5300630012702,53063012702,0.9950039726,1,1,1,1,1,1,1
G5300630012702,53063012702,G5300630012801,53063012801,0.0049960274,0,0,0,0,0,0,0
G5300630012801,53063012801,G5300630012600,53063012600,0.000467141,0,0,0,0,0,0,0
G5300630012801,53063012801,G5300630012701,53063012701,0.0009207185,0,0,0,0,0,0,0
G5300630012801,53063012801,G5300630012801,53063012801,0.9986121406,1,1,1,1,1,1,1
G5300630012802,53063012802,G5300630012802,53063012802,1,1,1,1,1,1,1,1
G5300630012901,53063012901,G5300630012901,53063012901,1,1,1,1,1,1,1,1
G5300630012902,53063012902,G5300630012902,53063012902,1,1,1,1,1,1,1,1
G5300630013000,53063013000,G5300630013001,53063013001,0.168570729,0.1784426339,0.1703717201,0.1940993789,0.1497515969,0.1458051421,0.2323820617,0.0208900999
G5300630013000,53063013000,G5300630013002,53063013002,0.19743833,0.2903699746,0.3137755102,0.2784679089,0.3513129879,0.3562246279,0.1467676179,0.6702997275
G5300630013000,53063013000,G5300630013003,53063013003,0.633990941,0.5311873915,0.5158527697,0.5274327122,0.4989354152,0.49797023,0.6208503203,0.3088101726
G5300630013100,53063013100,G5300630013002,53063013002,0.0014052979,0,0,0,0,0,0,0
G5300630013100,53063013100,G5300630013101,53063013101,0.3432451504,0.4823310601,0.4886927744,0.4884600832,0.4986910995,0.5068326013,0.4927007299,0.5210918114
G5300630013100,53063013100,G5300630013102,53063013102,0.6553495517,0.5176689399,0.5113072256,0.5115399168,0.5013089005,0.4931673987,0.5072992701,0.4789081886
G5300630013201,53063013201,G5300630013201,53063013201,1,1,1,1,1,1,1,1
G5300630013202,53063013202,G5300630013203,53063013203,0.1077828566,0.3335141586,0.3360983103,0.3149543832,0.3420298165,0.3568517575,0.3193374422,0.4080717489
G5300630013202,53063013202,G5300630013204,53063013204,0.3519921097,0.4363675816,0.4156682028,0.4474414915,0.4059633028,0.3937850229,0.4491525424,0.2802690583
G5300630013202,53063013202,G5300630013205,53063013205,0.5402250337,0.2301182597,0.2482334869,0.2376041253,0.2520068807,0.2493632196,0.2315100154,0.3116591928
G5300630013300,53063013300,G5300630012401,53063012401,0.0078903136,0.0223150435,0.0255509297,0.0225668438,0.0227071795,0.0218197174,0.0219327128,0.0347235145
G5300630013300,53063013300,G5300630013300,53063013300,0.9921096864,0.9776849565,0.9744490703,0.9774331562,0.9772928205,0.9781802826,0.9780672872,0.9652764855
G5300630013401,53063013401,G5300630012300,53063012300,0.0133364348,0.0084193708,0.0085886074,0.007497266,0.0095283598,0.0093771666,0.0098046411,0.0047246288
G5300630013401,53063013401,G5300630013300,53063013300,0.0506245625,0.0016991671,0.0017405432,0.0017506171,0.0016211259,0.0015948509,0.0015371932,0.0030804711
G5300630013401,53063013401,G5300630013401,53063013401,0.9184052129,0.9843501429,0.9835598159,0.9845797263,0.9823219543,0.9820825534,0.9820859114,0.9864260547
G5300630013401,53063013401,G5300630013502,53063013502,0.0176337897,0.0055313192,0.0061110335,0.0061723906,0.0065285601,0.0069454291,0.0065722542,0.0057688454
G5300630013500,53063013500,G5300630003900,53063003900,0.0000234101,0,0,0,0,0,0,0
G5300630013500,53063013500,G5300630013300,53063013300,0.0011984559,0.0001146476,0.0001520885,0.0001527903,0.0001815307,0.0001727729,0.0001976864,0
G5300630013500,53063013500,G5300630013501,53063013501,0.2786905248,0.182412126,0.189634252,0.1802350892,0.1882758621,0.1896947818,0.1825009388,0.253164557
G5300630013500,53063013500,G5300630013502,53063013502,0.3696168515,0.2797755915,0.2822192064,0.2880492123,0.278439159,0.2771491831,0.2848192118,0.2067510549
G5300630013500,53063013500,G5300630013503,53063013503,0.3504707577,0.5376976349,0.5279944531,0.5315629081,0.5331034483,0.5329832622,0.532482163,0.5400843882
G5300630013600,53063013600,G5300630013600,53063013600,1,1,1,1,1,1,1,1
G5300630013700,53063013700,G5300630003800,53063003800,0.0001514331,0.0009752926,0.0007836991,0.0014388489,0.0007304602,0.0006476684,0.0019267823,0
G5300630013700,53063013700,G5300630013700,53063013700,0.9998485669,0.9990247074,0.9992163009,0.9985611511,0.9992695398,0.9993523316,0.9980732177,1
G5300630013800,53063013800,G5300630010403,53063010403,0.0028072278,0,0,0,0,0,0,0
G5300630013800,53063013800,G5300630013800,53063013800,0.9966168611,1,1,1,1,1,1,1
G5300630013800,53063013800,G5300630013900,53063013900,0.0005759111,0,0,0,0,0,0,0
